1-Wire/iButton Part Number: DS1921H-F5
1-Wire/iButton Registration Number: 864F2000010EE921
Is Mission Active?  true
Mission Start:  Thu Jun 28 11:37:00 AEST 2018
Sample Rate:  Every 10 minute(s)
Number of Mission Samples:  4667
Total Samples:  4667
Roll Over Enabled?  false
Roll Over Occurred?  Roll over has occurred
Active Alarms:  None fired
Next Clock Alarm At:  Disabled
High Temperature Alarm:  46.375 �C
Low Temperature Alarm:  14.5 �C

Date/Time,Unit,Value
7/2/18, 6:57:00 AM,C,23.5
7/2/18, 7:07:00 AM,C,23.375
7/2/18, 7:17:00 AM,C,23.25
7/2/18, 7:27:00 AM,C,23.25
7/2/18, 7:37:00 AM,C,23.125
7/2/18, 7:47:00 AM,C,23.125
7/2/18, 7:57:00 AM,C,23
7/2/18, 8:07:00 AM,C,23
7/2/18, 8:17:00 AM,C,22.875
7/2/18, 8:27:00 AM,C,22.875
7/2/18, 8:37:00 AM,C,23.75
7/2/18, 8:47:00 AM,C,24
7/2/18, 8:57:00 AM,C,23.875
7/2/18, 9:07:00 AM,C,23.875
7/2/18, 9:17:00 AM,C,23.75
7/2/18, 9:27:00 AM,C,23.75
7/2/18, 9:37:00 AM,C,23.625
7/2/18, 9:47:00 AM,C,23.625
7/2/18, 9:57:00 AM,C,23.5
